Volume,Text No.,Text Title,Match with T Text? (1=yes 0=no 2 = ref),Quote in LS,Ch. in T Text,Quote in T Text,P. No. in T Text,UID,Start Index T,End Index T,Start Index LS,End Index LS
6,10,bar do’i ngo sprod,1,klong gsal las:_rig mdangs lhun grub ye shes sku:_tsit+ta'i nang na tshom bzhugs:_de'i rtsal klad pa dung khang na:_khro bo'i sku ru gsal bar bzhugs:_zhes pas so:_,47,rig gdangs ye shes lhun grub sku/_/tsit+ta'i nang na tshom bu bzhugs/_/de'i rtsal nyid dung khang na/_/khro bo'i sku ru gsal bar bzhugs,,32738,151336,151471,738618,738781
6,10,bar do’i ngo sprod,1,klong gsal las:_lam ni rtsa ste nyi zhur bzhin:_sgo ni dbang po'i mig la gsal:_ye shes me long byad ltar duH:_rkyen gyi dbang gis mthong bar 'gyur:_zhes pa dang :,47,lam ni rtsa de nyi zhur bzhin/_/sgo ni dbang po'i mig la gsal/_/ye shes me long byad ltar snang /_/rkyen gyi dbang gi du mar snang /_/,,59097,151540,151674,738914,739076
6,12,btags grol phran drug gi ti ka,1,klong gsal las:_rab 'byams rig pa'i dbang med na:_'dus byas dbang gis smin mi srid:_ces so:_rang rgyud ma smin gzhan mi grol:_ces pa ni,5,rab 'byams rig pa'i dbang med na/_/'dus byas dbang gi smin mi srid/_/rang rgyud ma smin gzhan mi grol/_,,53852,11535,11638,251035,251170
6,20,pad+ma las 'brel rtsal gyi skyes rabs dang :_lung bstan,2,_de nas 'phos nas bum thang du skye bar 'gyur roH:_bum thang smad kyi brag seng ge 'dra ba la klong gsal nyi ma'i rgyud dang : snying tig gi rgyud bcu bdun man ngag dang bcas pa thon par 'gyur ro:_,,,,79709,0,0,836132,836329
6,20,pad+ma las 'brel rtsal gyi skyes rabs dang :_lung bstan,2,thag pa btags nas dpyangs la phyin pa na phyi nas mi gsal ba'i phug pa gcig yod pas de'i phug na klong gsal gyi rgyud dang bcu bdun rgyud,,,,46358,0,0,838640,838777
6,23,lo rgyus rgyal ba g.yung gis mdzad pa,2,des rig 'dzin chen po pad+ma thod 'phreng rtsal zhes bya ba rdo rje lta bu'i sku 'das grongs dang bral ba de la dur khrod chen po so sa'i gling du gnas lugs yid dpyod dang bral bar bstan/_de yang kun tu bzang mo klong gsal nyi ma'i rgyud dang /_,,,,77483,0,0,851708,851953
6,30,mkha' 'gro snying thig gi cha rkyen:_lha mo lnga'i tshe sgrub ,0,klong gsal nyi ma'i rgyud dag las:_'byung ba 'dus pa'i phung po la:_pha ma'i dngas ma rnam shes rtenaH:_las dang rkyen gyis 'gyur ba yin:_'byung 'khrugs dngas ma'i gnad 'phyugs pas:_lus dang sems gnyis 'bral bar 'gyur:_de la lha mo'i tshe sgrub bya:_zhes pas:,,,,25934,0,0,890018,890277
6,30,mkha' 'gro snying thig gi cha rkyen:_lha mo lnga'i tshe sgrub ,2,lha mo lnga yi tshe sgrub 'di:_pad+ma 'byung gnas bdag nyid kyis:_zab phyir klong gsal rgyud las btus:_gzhan la ma spel gter du sbas:_las 'phro can dang 'phrad par shog:_sa ma ya:_rgya rgya rgya:_dpal ldan tshur pa'i dpe las bshus:,,,,39169,0,0,893326,893557
6,34,mkha' 'gro snying thig gi lo rgyus rin po che'i phreng ba,2,_chos phun sum tshogs pa sgra thal 'gyur rtsa ba'i rgyud la sogs pa yang gsang 'od gsal gyi rgyud bcu bdun/_klong gsal nyi ma'i rgyud dang bco brgyad/_,,,,70500,0,0,912510,912661
6,34,mkha' 'gro snying thig gi lo rgyus rin po che'i phreng ba,2,_rgyu bcu bdun/_klong gsal dang bco brgyad/_de dag gi man ngag yi ge rab tu mang po dang bcas pa rnams gsungs so/_/de nas de rnams las rgyud rab tu rgyas pa'i man ngag rnams phyogs gcig tu phyes/,,,,90235,0,0,932242,932437
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_gangs khrod lung stong ri rtse dur khrod dam/_/_/shin tu dben pa dwangs shing mtho ba'i sar/_/skal ldan skyes bu nyams len bya ba'i gnas//zhes gsungs pas,9,gangs khrod lung stong ri rtse dur khrod dam/_/shin tu dben pa dngas shing mtho' ba'i sar/_/skal ldan skyes bus nyams len bya ba'i gnas/_/,,51757,28430,28568,951767,951936
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_skal ldan nges shes bskyed pa'i phyir/_/brgyud pa'i lo rgyus bshad par bya/_/zhes gsungs shing /,101,skal ldan nges shes bskyed pa'i phyir/_/rgyud pa'i lo rgyus bshad par bya/_/,,85752,260203,260279,953598,953710
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_nang gi 'khrul rgyu zad pa'i phyir/_/'khor 'das ru shan nang ltar byed/_/zhes gsungs pas/,101,nang gi 'khrul rgyu zad pa'i phyir/_/'khor 'das ru shan nang ltar 'byed//,,50371,261234,261307,984626,984731
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_spyi bo mgrin pa snying ga dang /_/lte ba gsang gnas rkang mthil du/_/a su mri tri pre du gnas/_/zhes pas,31,spyi bo mgrin pa snying ga dang /_/lte ba gsang ba rkang mthil du/_/a tri nr-i su pre du dang /_/rigs drug zla_sbyangs pa'i yi ge yang /_/,,12744,105498,105636,985305,985426
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_ru shan nang ltar sus phye ba/_/'khrul rgyu 'khor ba'i sa bon stongs/_/gsum po 'khor bar ldog pa med/_/ces dang /_de ltar sa bon ma zad na/,101,khor 'das ru shan nang ltar 'byed//rigs drug sa bon 'bru gsum bsregs/_/nang ltar bsregs sbyangs su byas pas/_/'khrul rgyu 'khor ba'i sa bon stong /_/,,25157,261272,261421,986531,986686
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_lus ngag yid gsum sngon 'gro ni/_/_/thun mong khyad par mthar thug gi_/dgos pa gsum du shes par bya/_/zhes gsungs,101,lus ngag yid gsum mngon 'gros nas//thun mong khyad par mthar thug gis/_/dgos pa gsum du shes par bya/_/,,42280,261099,261202,993374,993503
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_lus ngag yid kyi 'byung 'khrugs pa/_de dag grol phyir rnal du dbab/_/ces gsungs pas/,101,lus ngag yid gsum 'byung 'khrug la/_/de dag grol phyir rnal du dbab/_/,,42185,261550,261620,993907,994007
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_ka dag don ni rtogs bya'i phyir/_rnal du phab nas sor ni 'jug_/ces gsungs pas/_,101,ka dag don ni rtogs phyir dang /_/nyams ldan mngon sum don rtogs 'gyur/_/,,19120,261834,261907,996824,996919
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_nyan thos zhi ba'i lta stangs kyis/_/lus ngag yid gsum rnal du phebs/_/zhes gsung pa,8,nyan thos zhi ba'i lta stangs kyis/_/lus ngag yid gsum rnal du phab/_/,,39679,22082,22152,997668,997768
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_nyag gcig 'khor 'das kun gyi gzhi/_/zhes dang /_,4,nyag gcig 'khor 'das kun gyi gzhi/_/,,46204,5753,5789,1000511,1000575
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/ sems kyi dran bsam rig pa'i rtsal/_/snang shes dag tu gyur pa kun/_/rig pa dag las logs pa med/_/ces dang /_,18,sems ni dran sems rig pa'i rtsal/_/snang shes dag tu 'gyur tshad kun/_/rig pa nyid ni log na med/_/,,61871,67094,67193,1006038,1006162
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_nyag gcig 'khor 'das kun gyi gzhi/_/rang byung ye shes rang las byung /_/de shes ye shes tsam du brjod/_/ces gsungs pa ltar ro/_/,4,nyag gcig 'khor 'das kun gyi gzhi/_/rang byung ye shes rang las byung /_/de shes ye shes rtsal du brjod/_/,,76572,5753,5859,1008167,1008312
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_nyag gcig 'khor 'das kun gyi gzhi/_/rang byung ye shes rang las byung /_/de shes ye shes tsam du brjod/_/ces gsungs pa ltar ro/_/,51,nyag gcig 'khor 'das _rgyu kun gyi gzhi/_/rang byung ye shes rang las byung /_/de shes ye shes rtsal yin te/_/,,79165,159251,159361,1008167,1008312
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_mngon sum gnad du dbab pa'i phyir/_/phyi nang gsang ba'i bya ba ni/_/lus ngag yid kyis dgu phrugs btang /_/zhes gsungs,101,mngon sum gnad du dbab pa'i phyir/_/phyi nang gsang ba'i bya ba ni/_/lus ngag yid gsum dgu phrugs btang /_/,,75101,261940,262047,1017818,1017952
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,0,klong gsal las/_mngon sum gnad ni lus ngag sems/_/so so'i gnad rnams legs par bstun/_/zhes gsungs pas/_,,,,51381,0,0,1018961,1019064
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,0,klong gsal las/_de ltar sems kyi gnad gzir bas/_/sku gsum rig pa stong par 'char/_/zhes gsungs,,,,30445,0,0,1021852,1021946
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_rkyen bral gsum la gsal bar 'gyur/_/zhes gsungs pas/,18,rkyen bral gsum las 'char bar 'gyur/_/,,45250,69502,69540,1024046,1024114
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_rig gnad lug rgyud btson du bzung*/_/dngos snang dal ba nyid kyis brten/_/zhes,101,rig gnad lug rgyud btson du bzung /_/dngos snang dal ba nyid kyi rten/_/,,25197,263325,263397,1024780,1024874
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,0,klong gsal las/_rig pa rdo rje lu gu rgyud/_/mthong ba tsam gyis shes pa dang /_/shes pa tsam gyis rtogs pa dang*/_/rtogs pa tsam gyis grol bar 'gyur/_/zhes dang /_,18,,,90449,0,0,1029196,1029360
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/ snang bzhi'i 'char tshul ma shes na/_/sa zin med pa'i skyon nyid 'byung /_/snang ba bzhi ru shes par bya/_/zhes gsungs pas/_,101,snang bzhi 'char tshul ma shes na/_/sa zin med pa'i skyon 'byung bas/_/snang ba bzhi [258] ru shes par bya/_/,,71177,263552,263661,1033142,1033282
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_blo ni kun rdzob yin par bshad/_/ces gsungs/_,63,blo ni kun rdzob 'khrul par bshad/_/,,50333,183353,183389,1034957,1035018
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_sku shar nyams kyi 'phel rdzogs na/ bar do'i snang ba 'dir chod pas/_/longs spyod ngos zin bar do stongs/_/ zhes gsungs so/_/,101,sku shar nyams kyi 'phel rdzogs nas/_/bar do'i snang ba 'dir chod pa'i/_/longs spyod ngos zin bar [259] do stong /_/,,61010,264574,264690,1035990,1036131
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_rig pa tshad phebs snang ba yis/_/phyi nang bzung 'dzin gdos bcas grol/_/zhes so/_/,0,,,83169,0,0,1037747,1037846
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_thob pa gsum gyi gzer btab pas/_zag bcas phung po mi snang ba'o/_/zhes pas/,101,thob pa gsum gyi gzer btab pas/_/zag bcas phung po mi snang ba'o/_/,,86308,265543,265610,1039397,1039488
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_mtha' rten dag gi man ngag gis/_/gong gi yon tan mtha' ru phyin/_/zhes gsungs ,101,mtha' rten de'i yon tan gyis/_/gdod ma'i yon tan mtha' ru phyin/_/,,97498,265688,265754,1041305,1041399
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_bden pa mthong ba'i gang zag gis/_/dang po'i sa nas bcu drug bar/_/rim par nyams su blangs pas 'byung /_/gzhan dang sgo bstun gnas skabs kyi/_/yon tan 'bras bu'i thob tshul lo/_/zhes pa ltar/_,18,/bden pa mthong ba'i gang zag gis/_/dang po'i sa nas bcu drug bar/_/rim par nyams su blang bas 'byung /_/gzhan dang sgo bstun gnas skabs su/_/yon tan 'bras bu'i thob tshul lo/_/,,43747,71619,71796,1041526,1041734
6,35,rdzogs pa chen po mkha' 'gro snying tig gi khrid yig zab lam gsal byed,1,klong gsal las/_ngo bo stong gsal ye shes sku/_/rang bzhin thugs rje phyogs ris med/_/dbyer med chen por ye sangs rgyas/_/zhes dang /,18,ngo bo stong gsal ye shes sku/_/ [72]rang bzhin thugs rje phyogs ris med/_/dbyer med chen por ye sangs rgyas/_/,,65541,72150,72261,1042395,1042528
6,39,gter 'byung rin po che'i lo rgyus ,2,kun tu bzang mo klong gsal nyi ma'i rgyud dang bco brgyad yongs su rdzogs par gsungs shing bstan pa gtad de lo nyi shu rtsa lnga'i bar du gdams pa'i thos bsam mdzad cing bzhugs so/_/,,,,70373,0,0,1127387,1127569
6,39,gter 'byung rin po che'i lo rgyus ,2,kyis bstan par bya'o gsungs nas tshogs khang chen mor zhi khro don gyi dkyil 'khor zhal phyes nas jo mo mkhar chen bzas thog drangs ye shes kyi mkha' 'gro 'bum phrag gcig la dbang bskur nas khrid rdzogs par mdzad nas rgyud bcu bdun klong gsal nyi ma'i rgyud dang bco brgyad/_de'i man ngag rab tu mang po dang bcas pa rnams gsungs so/_/,,,,52048,0,0,1167319,1167654
6,40,rin po che dbang gi phreng ba,0,klong gsal las/_sku gsung thugs kyi dam tshig tu/_/dam tshig thams cad 'dus par bshad/_/ces pas/_,,,,78447,0,0,1270221,1270318
6,40,rin po che dbang gi phreng ba,1,klong gsal nyi ma'i rgyud las/_'byung ba'i gdangs las grub pa yis/_/lus ni bde gshegs pho brang nyid/_/rigs lnga yab yum lnga yi gnas/_/phung khams skye mched lha yi sku/_/zhes pas,13,byung ba'i dngas ma las grub pa'i/_/lus 'di bder gshegs pho brang nyid/_/rigs lnga yab yum lnga'i gnas/_/phung khams skye mched lha'i sku/_/,,82274,45116,45256,1276098,1276278
6,40,rin po che dbang gi phreng ba,1,yang klong gsal las/ 'byung bzhi'i dkyil 'khor sangs rgyas zhing /_/'khor lo lnga ni rigs lnga'i gnas/_/phung khams thams cad lha tshogs nyid/_/sems ni ye shes chen po nyid/_/ces gsungs pas/_,13,byung bzhi'i dkyil 'khor sangs rgyas zhing /_/'khor lo lnga po rigs lnga gnas/_/phung po khams ni lha tshogs nyid/_/sems ni ye shes chen po nyid/_/,,13036,45989,46136,1277015,1277206
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_/_ngo bo ka dag ye shes ni/_/ma rig rtog pa kun dang bral/_/ rang bzhin lhun grub ye shes ni/_/stong gsal rang mdangs nyid du gnas/_/ thugs rjes kun khyab ye shes ni/_/'gag med snang stong nyid du gnas/_/zhes pa dang /,18,ngo bo ka dag ye shes te/_/ma rig rtog pa kun dang bral/_/rang bzhin lhun grub ye shes ni|_|stong gsal rang mdangs nyid du gnas/_/t,,52896,62614,62745,1558920,1559154
7,12,tshig don rin po che'i bang mdzod,0,klong gsal las/_ye shes nyid las ma rig 'khrul/_/ye shes kha dog 'byung ba lnga/_/'bral ba med de ma rig 'khrul/_/ ces so/_/,,,,75019,0,0,1562122,1562246
7,12,tshig don rin po che'i bang mdzod,0,klong gsal las/_ye shes ma rig yul la gzung /_/der 'dzin rlung sems 'dus pa las/_/'byung ba bzhi yi sbubs su tshud/_/der tshud 'byung ba'i skye 'jig las/_/nyon mongs phung po lnga lnga grub/_/lnga 'dus mtshan ma sbyor ba las/_/ nyon mongs lnga dang yid drug dang /_/ye shes lnga yi bdag nyid do/_/_zhes pas/,,,,98568,0,0,1562451,1562758
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_thog ma mtha' ma bar gsum du/_/sku gsum dbye ba med pa ru/_/sems can kun gyi rgyud la gnas/_/zhes pa dang /,18,thog ma tha ma bar gsum du/_/sku gsum dbye ba med pa ru/_/sems can kun gyi rgyud la gnas/_/,,11118,18590,18681,1563507,1563630
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_snying dang rtsa dang dung khang dang*/_mig dang bzhi bzhi'i gzhal yas na/_/ye shes chen po de na gnas/_/zhes pa dang /_,18,snying dang rtsa dang dung khang dang /_/mig dang bzhi'i gzhal yas khang na/_/ye shes chen po de na gnas/,,15821,67295,67400,1565937,1566073
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_/_lus la gnas pa'i rig pa yang /_/phyi ltar zhi khro'i rang bzhin la/_/nang ltar DA ki yab yum dang /_/_gsang ba yi ge lnga yin te/_/yang gsang thig le gcig tu gnas/_/zhes so/_/,18,lus la gnas pa'i rim pa yang |_|phyi ltar zhi khro'i rang bzhin las/_/nang ltar d+hA ki yab yum mo/_/,,86306,67804,67905,1567191,1567384
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_rig pa lnga yi rang mdangs ni/_/rtsa yi nang na thig le dang*/_/'od zer lta bur gnas pa'o/_/zhes so/_/,18,rig pa sku'i rang mdangs las/_/rtsa'i nang na thig le dang /_'od zer lta bur gnas pa'o/_,,65310,68060,68148,1567619,1567737
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_rig pa'i sku ni bum sku 'dra/_/ye shes bum pa'i mar me 'dra/_/thug rje me long ngos ltar gsal/_/longs spyod sku la sku gsung thugs/_/yon tan dang ni phrin las so/_/sku ni snang la rang bzhin med/_/gsung ni 'gag med rig pa'i gsung /_/thugs ni mi rtog chos kyi sku/_/zhes so/_/,18,rig pa'i sku ni bum sku 'dra/_/ye shes bum pa'i mar me 'dra/_/thugs rje me long ngos ltar gsal/_/longs spyod sku la sku gsung thugs/_/yon tan dang ni phrin las so/_/sku ni snang la rang bzhin med/_/de ni ye shes gnas lugs so/_/,,33322,68451,68678,1568553,1568844
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_rkyen bral gsum la 'char bar 'gyur zhes pas/,18,rkyen bral gsum las 'char bar 'gyur/_/,,44815,69502,69540,1569414,1569474
7,12,tshig don rin po che'i bang mdzod,0,klong gsal las//rgyang zhag las ni gzugs bsdus te/_/rlung gis bskyed cing 'phel bar byed/_/'ong dang 'gro ba'i 'phel 'grib kyis/_/ye shes dag ni sdud par byed/_/thig le stong pas las kun byed/_/'das pa las kyi rlung bzung nas/_/rlung gis bkrag dang gzi mdangs bskyed/_/bsgyur zhing ye shes snang ba ston/_/shes rab rang byung sgron ma yis/_/chos kun mnyam par ro gcig tu/_/bsdus te rang snang 'dzin par byed/_/'dis ni bag chags 'bral rgyun gcod/_/dbyings kyi dngas ma skud pa dang /_/rig pa'i sku rnams 'dzin pa dang /_/gnad gsum bcud du smin pas te/_/'khor ba nyid ni spong bar byed/_/de ltar mig la sgron shar bas/_/sangs rgyas dgongs pa'i gnad bsdus par/_/_/rang snang yul rnams 'dzin pa 'o/_/zhes so/_/,,,,37105,0,0,1570685,1571391
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/ rkyen bral mkha' la bla ma yis/_/gzigs stangs gcun cing ngo sprad pas/_/ dbang po'i sgo las sgron ma ni/_/'ja' 'am rma bya'i mdongs lta bu/_/thig le lug rgyud 'brel ba las/_/'gul 'phrig rgyu ba'i rnam par rgyu/_/de ltar gsal ba'i dbyings rig ni/_/nyi ma 'od kyi tshul du gnas/_/zhes so/_/,101,rkyen bral mkha' la bla ma'i/_/gzigs stangs gcun zhing ngo sprad pas/_/dbang po'i sgo la sgron ma ni/_/'ja' 'am rma bya'i mdongs lta bu/_/thig le lug rgyud 'grel pa la/_/'gul 'phrig rgyu ba'i rnam pa'o/_/de ltar gsal ba'i dbyings rig ni/_/nyi ma 'od kyi tshul du gnas/_/,,24218,263661,263931,1572097,1572401
7,12,tshig don rin po che'i bang mdzod,1,klong gsal las/_de la mtha' rten man ngag bzhi/_/gong ma'i rgyab tu med thabs med/_/ces pa dang /,101,mtha' rten man ngag rnam pa bzhis/_/gong ma'i rgyab tu med thabs med/_/,,17418,265297,265368,1575531,1575628
7,12,tshig don rin po che'i bang mdzod,0,klong gsal las/_de tshe rigs kyi bu de la/_mngon par shes pa drug 'char te/_zhes so/_de tshe yar gzhi'i snang ba ka dag chen po gsal/,,,,52160,0,0,1585433,1585566
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_ston pa thugs rje chen po yis/_/_'dul byed theg pa mang gsungs kyang /_/yang gsang rdzogs pa chen por 'dus/_/zhes pas/,18,ston pa thugs rje chen po yis/_/gdul byed theg pa mang gsung yang /_/yang gsang rdzogs [61] pa chen por 'dus/_/,,71671,60716,60827,1609739,1609873
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_mtshan nyid ldan pa'i bla ma yis/_/dbang bskur bas ni sdug bsngal grol/_/zhes pa'o/_/,48,mtshan nyid ldan pa'i bla ma ni/_/dbang bskur bas na sdug bsngal grol/,,22809,155520,155590,1611236,1611337
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_/_mtshan nyid mi ldan bla mas ni/_/_dbang bskur byas na gnyis ka 'phung /_zhes so/_/,51,mtshan nyid mi ldan bla ma yis/_/dbang bskur byas kyang gnyis ka phung /,,28379,159817,159889,1613449,1613549
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_gsang sngags snying po'i snod du rung /_'gro ba 'dren pa'i bu chen mchog_/ces so/,101,gsang sngags snying po'i snod du rung /_/'gro ba 'dren pa'i gru chen yin/_/,,12685,259264,259339,1617348,1617445
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_snod dang mi ldan slob ma ni/_shes chung kha gsags gdong ltas che/_kha mkhas lag dam g.yo sgyu che/ bla ma'i gsung gcog drin la rtsod/_/yon tan mi mthong skyon la rtogs/_/rigs brgyud ngang rgyud ngan pa dang /_bka' drin khyad gsod rang la bstod/_/sdom dang dam tshig nyams len 'chal/_/slob ma ma brtag slob dpon dgra/_/nyams su mi len gang zag la/_/rdzogs pa chen po'i dbang dang ni/_don dam gdams pa bstan mi bya/_/zhes so/,50,snod dang mi ldan slob ma ni/_/rigs ngan blo chung ngang rgyud thung /_/kha zol shes chung gdung ltas che/_/kha mkhas lag dam g.yo zog che//bla ma'i gsung gcog drin lan rtsod/_/yon tan mi mthong skyon la rtogs/_/rigs rgyud ngang rgyud ngan pa dang /_bka' drin khyad bsad rang la bstod/_/dam tshig nyams len phyal bar btang /_/de lta bu'i gang zag la/_/rdzogs pa chen po'i don mi bstan/_/,,53637,157077,157464,1618572,1619012
7,14,zab don rgya mtsho’i sprin,0,klong gsal las/_yang gsang bcud kyi bdud rtsi ni/_snod ngan rnams su blugs gyur na/_/snod 'chag bcud 'bo dmyal bar 'gro/_/zhes so/,,,,57751,0,0,1619718,1619848
7,14,zab don rgya mtsho’i sprin,0,klong gsal las/_/_rin chen bu dang nor gyi dbyig_/rab tu gces dang yid 'thad dbul/_/zhes so/_/,,,,22556,0,0,1620947,1621041
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_dam tshig gtsang ldan dag pa'i snang ba che/_/dug lnga'i shugs chung blo ldan khong yangs che/_/ngang rgyud ring zhing brtse ba'i grogs dang 'grogs/_/zhes so//_/,9,dam tshig gtsang ldan dag pa'i snang ba che/_/dug lnga'i shugs chung blo ldan khong yang che/_/ngang rgyud ring zhing brtse ba'i grogs dang 'grogs/_/,,72717,28746,28895,1629731,1629908
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_lung stong gangs khrod ri rtse dur khrod dam/_/shin tu dben pa dngas shing mtho ba'i sar/_/skal ldan skyes bu nyams len byed pa'i gnas/_/zhes so/,9,gangs khrod lung stong ri rtse dur khrod dam/_/shin tu dben pa dngas shing mtho' ba'i sar/_/skal ldan skyes bus nyams len bya ba'i gnas/_,,91534,28430,28567,1632666,1632827
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/_ngo* spyod dus kyi khyad par phyir/_mkhas pas dus gnad btsal bar bya/_zhes pas/,101,ngo sprad dus kyi khyad par phyir/_/mkhas pas dus gnad brtsal bar bya/_/,,19174,259613,259685,1633447,1633542
7,14,zab don rgya mtsho’i sprin,2,rdo rje phag mo la rigs bzhi'i mkha' 'gro bsam gyis mi khyab pas bskor ba las/chos phun sum tshogs pa klong gsal nyi ma'i rgyud/_dus phun sum tshogs pa bskal pa kun gyi sngon thog tu gsungs te/_don gsal me long las/_ye shes khyab gdal chos kyi pho brang du/_/cir yang ma grub chos dbyings gsal ba'i yum/_/kun tu bzang mo rigs bzhi'i mkha' 'gro dang /_/DA ki grangs las 'das pa'i 'khor tshogs la/_/kun tu bzang mo klong gsal nyi ma'i rgyud/_/bshad de brgyud nas shrI sid+ha yis/_/'di rgyud bcu bdun bdag la rdzogs par gtad/_/ces so/_/,,,,67363,0,0,1658333,1658866
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/__ngo bo ka dag ye shes ni/____/__ma rig rtog pa kun dang bral/____/__rang bzhin lhun grub ye shes ni/____/__stong gsal rang mdangs nyid du gnas/____/__thugs rje kun khyab ye shes ni/____/__'gags med snang stong nyid du gnas/____/__zhes so/,18,ngo bo ka dag ye shes te/_/ma rig rtog pa kun dang bral/_/rang bzhin lhun grub ye shes ni|_|stong gsal rang mdangs nyid du gnas/_/thugs rje kun khyab ye shes ni/_/'gag med stong pa nyid du gnas/_/,,29648,62614,62810,1680940,1681195
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/__stong dang gsal dang mi 'gags phyir/____/__rgya chad phyogs lhung med pa'o/____/__zhes pa dang /,18,stong dang gsal dang mi 'gag gsum/_/rgya chad phyogs lhung [63] med pa'o/_/,,15118,62810,62885,1684396,1684509
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/__'gags med rtsal ni cir yang 'char/____/__stong gsal rig cing 'gyur ba med/____/__ces pa dang /__rang bzhin lhun grub ye shes ni/____/__stong gsal rang mdangs nyid du gnas/____/__zhes so/____,18,gags med rtsal la cir yang 'char/_/stong gsal rig cing 'gyur ba med/_/ngo bo stong pa rtag mtha' bral/,,17775,62886,62988,1686435,1686642
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/__ thugs rje kun khyab ye shes ni/____/__'gags med snang stong nyid du snang*/____/__zhes pas/__,18,thugs rje kun khyab ye shes ni/_/'gag med stong pa nyid du gnas/_,,68126,62744,62809,1690863,1690974
7,14,zab don rgya mtsho’i sprin,1,klong gsal las/__chos rnams ma lus thams cad kun/____/__rtsa ba thig le gcig las gyes/____/__zhes so,53,chos rnams ma lus thams cad kun/_/rtsa ba thig le gcig ma gyes/_/,,43764,164627,164692,1704925,1705025
7,14,zab don rgya mtsho’i sprin,0,klong gsal las/__ 'khor dang 'das pa'i thog mar ni/____/__rang byung ye shes 'di lta bu/____/__sus kyang ma byas rang 'byung ngo /____/__zhes so/,,,,62569,0,0,1706467,1706612
